p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,keyword,type,brand,X_type,X_name,capacity,source
日立（HITACHI） 1.5匹壁挂式冷暖空调挂机直流变频不锈钢网RAS/C-35FVY B爵金,日立帅特隆专卖店,10518350233,6899.00,4999.00,7,86,6,1,0,,日立（HITACHI） 日立（HITACHI） 1.5匹壁挂式冷暖空调挂机直流变频不锈钢网RAS/C-35FVY B爵金 10518350233 日立帅特隆专卖店 45.0kg 中国大陆 RAS/C-35FVY/B 变频 冷暖空调 高能效空调，变频空调，静音空调，合资空调，全直流变频，自动清洁 其他 1.5匹 二级能效 20-30㎡ 壁挂式空调,日立,变频,日立（HITACHI） 1.5匹壁挂式冷暖空调挂机直流变频不锈钢网RAS/C-35FVY B爵金,1.5匹,京东
日立（Hitachi）空调1.5匹壁挂式空调挂机变频 RAS/C-12KVZ,日立华克斯专卖店,10629629772,4609.00,3799.00,1,100,1,0,0,,日立（HITACHI） 日立（Hitachi）空调1.5匹壁挂式空调挂机变频 RAS/C-12KVZ 10629629772 日立华克斯专卖店 11.0kg 中国大陆 0100207F 变频 冷暖空调 变频空调 其他 1.5匹 三级能效 15-20㎡ 壁挂式空调,日立,变频,日立（Hitachi）空调1.5匹壁挂式空调挂机变频 RAS/C-12KVZ,1.5匹,京东
三菱电机 大1匹 2级能效 定频 壁挂式家用冷暖空调MSH-DF09VD(白色)KFR-28GW/E,三菱电机空调旗舰店,5835762,4950.00,3950.00,200,98,200,2,3,,三菱电机（Mitsubishi Electric） 三菱电机MSH-DF09VD 5835762 10.0kg 中国上海 定频 冷暖空调 高能效空调，静音空调，合资空调 白色 1匹 二级能效 10-15㎡，15-20㎡ 壁挂式空调,三菱电机,定频,三菱电机MSH-DF09VD,1匹,京东
长虹（CHANGHONG） 正2匹壁挂式定频空调KFR-50GW/DT1(W1-H)+2,长虹空调旗舰店,1755063838,3999.00,3199.00,300,97,300,4,6,特别快 态度好,长虹（CHANGHONG） 长虹（CHANGHONG）KFR-50GW/DT1 1755063838 长虹空调旗舰店 14.0kg 定频 冷暖空调 静音空调，自动清洁 白色 2匹 三级能效 20-30㎡ 壁挂式空调,长虹,定频,长虹（CHANGHONG）KFR-50GW/DT1,2匹,京东
海信（Hisense）KF-35GW/03-N3(1L03) 1.5匹 单冷 壁挂定速空调,海信空调旗舰店,10297917912,2099.00,1899.00,100,93,100,3,8,特别快 态度好 快递给力 经济实用 性价比高,海信（Hisense） 海信（Hisense）KF-35GW/03-N3(1L03) 1.5匹 单冷 壁挂定速空调 10297917912 海信空调旗舰店 12.5kg 中国大陆 定频 单冷空调 白色 1.5匹 三级能效 15-20㎡ 壁挂式空调,海信,定频,海信（Hisense）KF-35GW/03-N3(1L03) 1.5匹 单冷 壁挂定速空调,1.5匹,京东
美博（MBO）小1匹 壁挂式 定速单冷空调挂机KF-23GW/S350（白色）,MBO官方旗舰店,10286332934,1588.00,1299.00,3300,87,2800,100,300,外观大气 特别快 态度好,MBO MBOKF-23GW/S350 10286332934 MBO官方旗舰店 41.0kg 中国大陆 KF-23GW/S350（风尚） 定频 单冷空调 静音空调 白色 小1匹 三级能效 10㎡以下 壁挂式空调,美博,定频,MBOKF-23GW/S350,小1匹,京东
海信（Hisense） 2匹壁挂式节能静音变频空调KFR-50GW/A8U860H-A2,海信科龙容声电器专营店,1587298316,6699.00,6199.00,100,98,100,0,3,外观大气 特别快,海信（Hisense） 海信（Hisense） 2匹壁挂式节能静音变频空调KFR-50GW/A8U860H-A2 1587298316 海信科龙容声电器专营店 55.0kg 变频 冷暖空调 静音空调 白色 2匹 二级能效 20-30㎡ 壁挂式空调,海信,变频,海信（Hisense） 2匹壁挂式节能静音变频空调KFR-50GW/A8U860H-A2,2匹,京东
海信（Hisense） 1.5匹壁挂式变频冷暖空调KFR-35GW/A8X860N-A1,海信科龙容声电器专营店,1587263941,4299.00,3499.00,90,98,90,0,2,外观大气 特别快 态度好,海信（Hisense） 海信（Hisense） 1.5匹壁挂式变频冷暖空调KFR-35GW/A8X860N-A1 1587263941 海信科龙容声电器专营店 41.0kg 变频 冷暖空调 高能效空调 白色 1.5匹 一级能效 15-20㎡ 壁挂式空调,海信,变频,海信（Hisense） 1.5匹壁挂式变频冷暖空调KFR-35GW/A8X860N-A1,1.5匹,京东
海信（Hisense） 大2匹变频挂机智能空调 KFR-50GW/A8U860H-A2 白色,汇赚全专营店,19032134773,5899.00,5199.00,0,100,0,0,0,,海信（Hisense） 海信（Hisense） 大2匹变频挂机智能空调 KFR-50GW/A8U860H-A2 白色 19032134773 汇赚全专营店 55.0kg 中国大陆 变频 冷暖空调 变频空调 白色 2匹 二级能效 20-30㎡ 壁挂式空调,海信,变频,海信（Hisense） 大2匹变频挂机智能空调 KFR-50GW/A8U860H-A2 白色,2匹,京东
海信（Hisense） 智能空调KFR-35GW/A8Q310N-A2(1P45),海信空调旗舰店,11867785719,3999.00,3399.00,2,50,1,1,0,,海信（Hisense） 海信（Hisense） 智能空调KFR-35GW/A8Q310N-A2(1P45) 11867785719 海信空调旗舰店 50.0kg 中国大陆 变频 冷暖空调 智能空调 金色 1.5匹 二级能效 15-20㎡ 壁挂式空调,海信,变频,海信（Hisense） 智能空调KFR-35GW/A8Q310N-A2(1P45),1.5匹,京东
海信(Hisense) 1.5匹壁挂式一级节能 静音冷暖 直流变频空调X860A1 KFR-35GW/A8X860N-A1(1P26) 小苹果,四川鑫互利专营店,17157264019,3599.00,3499.00,0,100,0,0,0,,海信（Hisense） 海信(Hisense) 1.5匹壁挂式一级节能 静音冷暖 直流变频空调X860A1 KFR-35GW/A8X860N-A1(1P26) 小苹果 17157264019 四川鑫互利专营店 43.5kg 中国大陆 变频 冷暖空调 0元安装，变频空调，静音空调，全直流变频 白色 1.5匹 一级能效 20-30㎡ 壁挂式空调,海信,变频,海信(Hisense) 1.5匹壁挂式一级节能 静音冷暖 直流变频空调X860A1 KFR-35GW/A8X860N-A1(1P26) 小苹果,1.5匹,京东
海信（Hisense）大1匹 智能空调KFR-26GW/A8Q310N-A2(1N24),海信空调旗舰店,11867512769,3699.00,3099.00,0,100,0,0,0,,海信（Hisense） 海信（Hisense）大1匹 智能空调KFR-26GW/A8Q310N-A2(1N24) 11867512769 海信空调旗舰店 48.0kg 中国大陆 变频 冷暖空调 智能空调 金色 1匹 二级能效 10-15㎡ 壁挂式空调,海信,变频,海信（Hisense）大1匹 智能空调KFR-26GW/A8Q310N-A2(1N24),1匹,京东
海信1.5匹防爆空调可用于危化品仓库/蓄电池室/调漆室等场所BKFR-35GW（简配） 辅材包：10米联机管+1副支架+5米动力线,海信易博专卖店,12695638850,21000.00,14900.00,10,100,10,0,0,,海信（Hisense） 海信1.5匹防爆空调可用于危化品仓库/蓄电池室/调漆室等场所BKFR-35GW（简配） 辅材包：10米联机管+1副支架+5米动力线 12695638850 海信易博专卖店 42.0kg 定频 冷暖空调 静音空调 白色 1.5匹 三级能效 20-30㎡ 壁挂式空调,海信,定频,海信1.5匹防爆空调可用于危化品仓库/蓄电池室/调漆室等场所BKFR-35GW（简配） 辅材包：10米联机管+1副支架+5米动力线,1.5匹,京东
海信大1.5匹家用智能变频冷暖挂机KFR-35GW/A8V820Z-A3(1N11),上海诚实电器专营店,16596493493,4499.00,2999.00,0,100,0,0,0,,海信（Hisense） 海信大1.5匹家用智能变频冷暖挂机KFR-35GW/A8V820Z-A3(1N11) 16596493493 上海诚实电器专营店 11.0kg 中国大陆 107.101.020 变频 冷暖空调 变频空调 白色 1.5匹 三级能效 10-15㎡，15-20㎡ 壁挂式空调,海信,变频,海信大1.5匹家用智能变频冷暖挂机KFR-35GW/A8V820Z-A3(1N11),1.5匹,京东
海信（Hisense） 大1匹挂机变频一级空调 KFR-26GW/A8Q100N-A1 白色,汇赚全专营店,16833223873,4699.00,3699.00,0,100,0,0,0,,海信（Hisense） 海信（Hisense） 大1匹挂机变频一级空调 KFR-26GW/A8Q100N-A1 白色 16833223873 汇赚全专营店 10.0kg 中国大陆 变频 冷暖空调 变频空调 白色 1匹 一级能效 10-15㎡ 壁挂式空调,海信,变频,海信（Hisense） 大1匹挂机变频一级空调 KFR-26GW/A8Q100N-A1 白色,1匹,京东
海信（Hisense） 1.5匹P变频二级壁挂机空调KFR-35GW/A8V820H-A2 白色,汇赚全专营店,17335788925,3299.00,3099.00,0,100,0,0,0,,海信（Hisense） 海信（Hisense） 1.5匹P变频二级壁挂机空调KFR-35GW/A8V820H-A2 白色 17335788925 汇赚全专营店 50.0kg 中国大陆 变频 冷暖空调 变频空调 其他 1.5匹 二级能效 15-20㎡ 壁挂式空调,海信,变频,海信（Hisense） 1.5匹P变频二级壁挂机空调KFR-35GW/A8V820H-A2 白色,1.5匹,京东
海信(Hisense) 大1匹三级节能 定速壁挂式空调 冷暖 自动清洁 静音挂机22N3 KFR-26GW/ER22N3(1M02) 疾风侠,四川鑫互利专营店,17165058209,1899.00,1899.00,0,100,0,0,0,,海信（Hisense） 海信(Hisense) 大1匹三级节能 定速壁挂式空调 冷暖 自动清洁 静音挂机22N3 KFR-26GW/ER22N3(1M02) 疾风侠 17165058209 四川鑫互利专营店 11.5kg 中国大陆 定频 冷暖空调 0元安装，高能效空调，静音空调，自动清洁 白色 1匹 三级能效 10-15㎡ 壁挂式空调,海信,定频,海信(Hisense) 大1匹三级节能 定速壁挂式空调 冷暖 自动清洁 静音挂机22N3 KFR-26GW/ER22N3(1M02) 疾风侠,1匹,京东
海信（Hisense） 2匹壁挂式空调变频家用空调KFR-50GW/A8U860H-A2 白色,海信易博专卖店,10261167877,6899.00,5799.00,40,98,40,1,0,外观大气 品质有保障 特别快 态度好 快递给力,海信（Hisense） 海信（Hisense） 2匹壁挂式空调变频家用空调KFR-50GW/A8U860H-A2 白色 10261167877 海信易博专卖店 55.0kg 变频 冷暖空调 静音空调 白色 2匹 二级能效 20-30㎡ 壁挂式空调,海信,变频,海信（Hisense） 2匹壁挂式空调变频家用空调KFR-50GW/A8U860H-A2 白色,2匹,京东
海信1.5匹防爆空调可用于危化品仓库/蓄电池室/调漆室等场所BKFR-35GW（标配） 辅材包：5米联机管+1副支架+5米动力线,海信易博专卖店,12695758398,31000.00,22400.00,0,100,0,0,0,,海信（Hisense） 海信1.5匹防爆空调可用于危化品仓库/蓄电池室/调漆室等场所BKFR-35GW（标配） 辅材包：5米联机管+1副支架+5米动力线 12695758398 海信易博专卖店 42.0kg 定频 冷暖空调 静音空调 白色 1.5匹 三级能效 15-20㎡ 壁挂式空调,海信,定频,海信1.5匹防爆空调可用于危化品仓库/蓄电池室/调漆室等场所BKFR-35GW（标配） 辅材包：5米联机管+1副支架+5米动力线,1.5匹,京东
海信（Hisense） 1.5匹变频空调挂机 KFR-35GW/A8X860N-A3,上海诚实电器专营店,16593315371,4299.00,3299.00,0,100,0,0,0,,海信（Hisense） 海信（Hisense） 1.5匹变频空调挂机 KFR-35GW/A8X860N-A3 16593315371 上海诚实电器专营店 13.0kg 中国大陆 107.101.001 变频 冷暖空调 变频空调 白色 1.5匹 三级能效 15-20㎡ 壁挂式空调,海信,变频,海信（Hisense） 1.5匹变频空调挂机 KFR-35GW/A8X860N-A3,1.5匹,京东
海信（Hisense）KFR-26GW/A8X860N-A1(1N17)大1匹变频冷暖空调 大1P 小苹果系列/一级能效直流变频,广东驰名电器专营店,17134597118,3299.00,3199.00,0,100,0,0,0,,海信（Hisense） 海信（Hisense）KFR-26GW/A8X860N-A1(1N17)大1匹变频冷暖空调 大1P 小苹果系列/一级能效直流变频 17134597118 广东驰名电器专营店 45.0kg 中国大陆 KFR-26GW/A8X860N-A1(1N17) 变频 冷暖空调 高能效空调，智能空调，变频空调，静音空调，全直流变频 白色 1匹 一级能效 10-15㎡ 壁挂式空调,海信,变频,海信（Hisense）KFR-26GW/A8X860N-A1(1N17)大1匹变频冷暖空调 大1P 小苹果系列/一级能效直流变频,1匹,京东
海信（Hisense） KFR-50GW/A8D860N-N3(1P31)大2匹冷暖挂机 白色,汇赚全专营店,19030911480,3899.00,3299.00,0,100,0,0,0,,海信（Hisense） 海信（Hisense） KFR-50GW/A8D860N-N3(1P31)大2匹冷暖挂机 白色 19030911480 汇赚全专营店 56.0kg 定频 冷暖空调 变频空调 白色 2匹 三级能效 20-30㎡ 壁挂式空调,海信,定频,海信（Hisense） KFR-50GW/A8D860N-N3(1P31)大2匹冷暖挂机 白色,2匹,京东
海信2匹防爆空调可用于危化品仓库/蓄电池室/调漆室等场所BKFR-50GW（标配） 辅材包：5米联机管+1副支架+5米动力线,海信易博专卖店,12695769559,26000.00,24600.00,0,100,0,0,0,,海信（Hisense） 海信2匹防爆空调可用于危化品仓库/蓄电池室/调漆室等场所BKFR-50GW（标配） 辅材包：5米联机管+1副支架+5米动力线 12695769559 海信易博专卖店 78.0kg 定频 冷暖空调 静音空调 白色 2匹 三级能效 30-40㎡ 壁挂式空调,海信,定频,海信2匹防爆空调可用于危化品仓库/蓄电池室/调漆室等场所BKFR-50GW（标配） 辅材包：5米联机管+1副支架+5米动力线,2匹,京东
海信（Hisense） 海信（hisense）空调 壁挂式 变频冷暖空调 KFR-35GW/A8Z316N-A3(1N22),海信易博专卖店,15041435462,4399.00,2699.00,0,100,0,0,0,,海信（Hisense） 海信（Hisense） 海信（hisense）空调 壁挂式 变频冷暖空调 KFR-35GW/A8Z316N-A3(1N22) 15041435462 海信易博专卖店 10.5kg 变频 冷暖空调 变频空调 其他 1匹 三级能效 10-15㎡ 壁挂式空调,海信,变频,海信（Hisense） 海信（hisense）空调 壁挂式 变频冷暖空调 KFR-35GW/A8Z316N-A3(1N22),1匹,京东
海信1.5匹变频二级智能冷暖空调 壁挂式KFR-35GW/A8Q310N-A2(1P45),上海诚实电器专营店,16597806696,4999.00,3199.00,0,100,0,0,0,,海信（Hisense） 海信1.5匹变频二级智能冷暖空调 壁挂式KFR-35GW/A8Q310N-A2(1P45) 16597806696 上海诚实电器专营店 11.0kg 中国大陆 107.101.027 变频 0元安装，圆柱式空调，高能效空调，智能空调，变频空调，全直流变频 冷暖空调 1.5匹 二级能效 10-15㎡ 壁挂式空调,海信,变频,海信1.5匹变频二级智能冷暖空调 壁挂式KFR-35GW/A8Q310N-A2(1P45),1.5匹,京东
海信（Hisense） 大1匹冷暖智能壁挂 KFR-26GW/ER22N3(1Q12) 白色,汇赚全专营店,19197592410,2099.00,1899.00,0,100,0,0,0,,海信（Hisense） 海信（Hisense） 大1匹冷暖智能壁挂 KFR-26GW/ER22N3(1Q12) 白色 19197592410 汇赚全专营店 13.0kg 定频 冷暖空调 白色 1匹 三级能效 10-15㎡ 壁挂式空调,海信,定频,海信（Hisense） 大1匹冷暖智能壁挂 KFR-26GW/ER22N3(1Q12) 白色,1匹,京东
海信大1.5匹变频 壁挂式冷暖家用空调 KFR-35GW/A8V820N-A3(1N11),上海诚实电器专营店,16595559720,4399.00,2899.00,0,100,0,0,0,,海信（Hisense） 海信大1.5匹变频 壁挂式冷暖家用空调 KFR-35GW/A8V820N-A3(1N11) 16595559720 上海诚实电器专营店 13.0kg 中国大陆 107.101.010 变频 冷暖空调 变频空调 白色 1.5匹 三级能效 15-20㎡ 壁挂式空调,海信,变频,海信大1.5匹变频 壁挂式冷暖家用空调 KFR-35GW/A8V820N-A3(1N11),1.5匹,京东
海信2匹壁挂式变频冷暖空调 二级能效 KFR-50GW/A8U860H-A2(1P09),上海诚实电器专营店,16597006752,7999.00,5199.00,0,100,0,0,0,,海信（Hisense） 海信2匹壁挂式变频冷暖空调 二级能效 KFR-50GW/A8U860H-A2(1P09) 16597006752 上海诚实电器专营店 17.0kg 中国大陆 107.101.033 变频 0元安装，智能空调，变频空调，静音空调，全直流变频 冷暖空调 2匹 二级能效 20-30㎡ 壁挂式空调,海信,变频,海信2匹壁挂式变频冷暖空调 二级能效 KFR-50GW/A8U860H-A2(1P09),2匹,京东
海信（Hisense） 1.5匹  空调KFR-35GW/EF20A1(1P41),海信空调旗舰店,12081507371,3999.00,3299.00,4,100,4,0,0,外观大气,海信（Hisense） 海信（Hisense） 1.5匹  空调KFR-35GW/EF20A1(1P41) 12081507371 海信空调旗舰店 51.5kg 中国大陆 变频 冷暖空调 白色 1.5匹 一级能效 15-20㎡ 壁挂式空调,海信,变频,海信（Hisense） 1.5匹  空调KFR-35GW/EF20A1(1P41),1.5匹,京东
海信（Hisense） 1.5匹 冷暖变频空调KFR-35GW/A8Q200H-A1,海信科龙容声电器专营店,14399884577,5300.00,3999.00,0,100,0,0,0,,海信（Hisense） 海信（Hisense） 1.5匹 冷暖变频空调KFR-35GW/A8Q200H-A1 14399884577 海信科龙容声电器专营店 10.5kg 变频 冷暖空调 变频空调 白色 1.5匹 一级能效 15-20㎡ 壁挂式空调,海信,变频,海信（Hisense） 1.5匹 冷暖变频空调KFR-35GW/A8Q200H-A1,1.5匹,京东
海信 空调1.5匹 变频 冷暖家用空调KFR-35GW/A8X860N-A1(1P26) 白色,顺电官方旗舰店,12807998323,3999.00,3699.00,5,100,5,0,0,,海信（Hisense） 海信 空调1.5匹 变频 冷暖家用空调KFR-35GW/A8X860N-A1(1P26) 白色 12807998323 顺电官方旗舰店 43.5kg 中国大陆 140288 变频 冷暖空调 变频空调 白色 1.5匹 一级能效 15-20㎡ 壁挂式空调,海信,变频,海信 空调1.5匹 变频 冷暖家用空调KFR-35GW/A8X860N-A1(1P26) 白色,1.5匹,京东
海信（Hisense） 壁挂式大1匹变频冷暖空调KFR-26GW/A8X860N-A3,海信科龙容声电器专营店,1542722752,3499.00,2799.00,20,88,20,1,2,,海信（Hisense） 海信（Hisense） 壁挂式大1匹变频冷暖空调KFR-26GW/A8X860N-A3 1542722752 海信科龙容声电器专营店 39.0kg 变频 冷暖空调 白色 1匹 三级能效 10-15㎡ 壁挂式空调,海信,变频,海信（Hisense） 壁挂式大1匹变频冷暖空调KFR-26GW/A8X860N-A3,1匹,京东
海信（Hisense） 大1匹变频一级节能壁挂式冷暖空调KFR-26GW/A8X860N,海信易博专卖店,10341883583,3899.00,2999.00,10,100,10,0,0,特别快 快递给力,海信（Hisense） 海信（Hisense） 大1匹变频一级节能壁挂式冷暖空调KFR-26GW/A8X860N 10341883583 海信易博专卖店 40.0kg 变频 冷暖空调 高能效空调 白色 1匹 一级能效 10-15㎡ 壁挂式空调,海信,变频,海信（Hisense） 大1匹变频一级节能壁挂式冷暖空调KFR-26GW/A8X860N,1匹,京东
海信(Hisense)KFR-35GW/A8X860N-A1(1P26)大1.5匹变频空调 1.5P 小苹果系列/一级直流变频冷暖挂机,广东驰名电器专营店,17135156621,3599.00,3499.00,0,100,0,0,0,,海信（Hisense） 海信(Hisense)KFR-35GW/A8X860N-A1(1P26)大1.5匹变频空调 1.5P 小苹果系列/一级直流变频冷暖挂机 17135156621 广东驰名电器专营店 48.0kg 中国大陆 KFR-35GW/A8X860N-A1(1P26) 变频 冷暖空调 高能效空调，智能空调，变频空调，静音空调，全直流变频，自动清洁 白色 1.5匹 一级能效 10-15㎡，15-20㎡ 壁挂式空调,海信,变频,海信(Hisense)KFR-35GW/A8X860N-A1(1P26)大1.5匹变频空调 1.5P 小苹果系列/一级直流变频冷暖挂机,1.5匹,京东
海信2匹壁挂式网络机房空调/ups空调/基站空调 KFR-50GW/TUS-N3 辅材包：5米联机管+1副支架+5米动力线,海信易博专卖店,14862776024,9999.00,8250.00,1,100,1,0,0,,海信（Hisense） 海信2匹壁挂式网络机房空调/ups空调/基站空调 KFR-50GW/TUS-N3 辅材包：5米联机管+1副支架+5米动力线 14862776024 海信易博专卖店 14.0kg 中国大陆 定频 冷暖空调 其他 三级能效 20-30㎡ 壁挂式空调,海信,定频,海信2匹壁挂式网络机房空调/ups空调/基站空调 KFR-50GW/TUS-N3 辅材包：5米联机管+1副支架+5米动力线,2匹,京东
志高（CHIGO）   优弧KFR-25GW/J150+N3 冷暖空调1匹定频 自动清洁,志高远博专卖店,12420004093,2399.00,1999.00,80,92,70,3,3,外观大气 态度好 特别快,志高（CHIGO） 志高（CHIGO）   优弧KFR-25GW/J150+N3 冷暖空调1匹定频 自动清洁 12420004093 志高远博专卖店 11.0kg 中国大陆 KFR-25GW/J150+N3 定频 冷暖空调 静音空调，自动清洁 白色 1匹 三级能效 10-15㎡ 壁挂式空调,志高,定频,志高（CHIGO）   优弧KFR-25GW/J150+N3 冷暖空调1匹定频 自动清洁,1匹,京东
志高（CHIGO） 1.5匹冷暖变频节能挂机空调KFR-35GW/ABP179+N2A 1.5匹(KFR-35GW/ABP179+N2A),志高依莱达专卖店,11333884981,3799.00,3199.00,20,92,20,1,1,,志高（CHIGO） 志高（CHIGO） 1.5匹冷暖变频节能挂机空调KFR-35GW/ABP179+N2A 1.5匹(KFR-35GW/ABP179+N2A) 11333884981 志高依莱达专卖店 33.0kg 中国大陆 变频 冷暖空调 变频空调，静音空调，全直流变频，自动清洁 白色 1.5匹 二级能效 15-20㎡ 壁挂式空调,志高,变频,志高（CHIGO） 1.5匹冷暖变频节能挂机空调KFR-35GW/ABP179+N2A 1.5匹(KFR-35GW/ABP179+N2A),1.5匹,京东
志高（CHIGO） KFR-51GW/FBP119+N3A  2匹直流变频壁挂冷暖空调 白色,志高志联鑫专卖店,12400832951,4590.00,4299.00,4,100,4,0,0,,志高（CHIGO） 志高（CHIGO） KFR-51GW/FBP119+N3A  2匹直流变频壁挂冷暖空调 白色 12400832951 志高志联鑫专卖店 16.0kg 中国大陆 变频 冷暖空调 变频空调，静音空调，自动清洁 白色 2匹 三级能效 20-30㎡ 壁挂式空调,志高,变频,志高（CHIGO） KFR-51GW/FBP119+N3A  2匹直流变频壁挂冷暖空调 白色,2匹,京东
