评论数,差评,售价,标价,型号,商品ID,品牌,商品名称,关键字,好评,中评,好评率,商铺名称
0,499,100,奥曼电器专营店,0,0,西点(SEEDEN)电风扇 直流变频智能遥控空气循环扇  空气净化静音节能电风扇 白色,499,11551915089,,0,SEEDEN,"西点(SEEDEN)电风扇 直流变频智能遥控空气循环扇  空气净化静音节能电风扇 白色,11551915089, ,2.1kg,KF-5060,2-8小时,五档以上,正常风,3片,1级,遥控式,空气循环扇"
0,399,100,奥曼电器专营店,0,0,西点(SEEDEN)电风扇 直流变频智能电风扇 家用遥控落地扇电风扇 白色,399,11551944065,,0,SEEDEN,"西点(SEEDEN)电风扇 直流变频智能电风扇 家用遥控落地扇电风扇 白色,11551944065, ,3.3kg,KF-5051,2-8小时,五档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇"
0,499,100,奥曼电器专营店,0,0,西点(SEEDEN)电风扇 直流变频遥控电风扇家用落地扇 白色,499,11551982187,,0,SEEDEN,"西点(SEEDEN)电风扇 直流变频遥控电风扇家用落地扇 白色,11551982187, ,3.7kg,KF-5033,2-8小时,五档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇"
2,999,100,祥阳电器专营店,0,0,祥阳电风扇台地扇KF-5051 智能遥控落地台式两用扇直流变频五片扇叶台立扇空气循环升降扇 350MM/14英寸,349,11552646947,,2,祥阳,"祥阳电风扇台地扇KF-5051 智能遥控落地台式两用扇直流变频五片扇叶台立扇空气循环升降扇 350MM/14英寸,11552646947, ,5.0kg,中国大陆,KF-5051,2-8小时,五档以上,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇"
0,499,100,AEA电器旗舰店,0,0,AEA FS-40直流变频风扇家用落地扇五叶遥控电风扇 变频风扇,269,11587076954,,0,AEA,"AEA FS-40直流变频风扇家用落地扇五叶遥控电风扇 变频风扇,11587076954, ,6.0kg,2-8小时,无极变速,正常风、自然风、睡眠风,5片,3级,遥控式,落地扇"
8,799,100,SEGI生活电器旗舰店,0,0,世纪(segi) FM-CM 0.9米贯流风幕机/ 空气幕/风帘机/风闸机/的风轮,459,11594729220,安装方便 电机好 安装方便 电机好,8,SEGI,"世纪(segi) FM-CM 0.9米贯流风幕机/ 空气幕/风帘机/风闸机/的风轮,11594729220, ,6.0kg,2小时以下,无极变速,正常风,无叶,3级,机械式,工业扇"
0,459,100,嘉古礼品专营店,0,0,水田6寸循环扇空气对流家用换气落地宿舍节能电风扇 茶色,268,11596087898,,0,水田,"水田6寸循环扇空气对流家用换气落地宿舍节能电风扇 茶色,11596087898, ,2.0kg,FSQ-MF06A-M1,无定时,三档调节,正常风,3片,3级,机械式,台扇"
0,599,100,嘉古礼品专营店,0,0,水田9寸循环扇涡轮空气对流家用台式落地宿舍电风扇 白色,328,11596533027,,0,水田,"水田9寸循环扇涡轮空气对流家用台式落地宿舍电风扇 白色,11596533027, ,1.0kg,FSQ-MF09H-M1,无定时,三档调节,正常风、自然风,3片,3级,机械式,台扇"
0,689,100,嘉古礼品专营店,0,0,水田9寸循环扇对流扇遥控4档摇头台式空气电风扇家用 白色,398,11596999842,,0,水田,"水田9寸循环扇对流扇遥控4档摇头台式空气电风扇家用 白色,11596999842, ,2.0kg,FSQ-MF09G,2小时以下,四档调节,正常风、自然风、睡眠风,无叶,3级,遥控式,空气循环扇"
0,598,100,嘉古礼品专营店,0,0,水田塔扇风扇 省电摇头无叶大厦电风扇落地扇 白色,368,11597291283,,0,水田,"水田塔扇风扇 省电摇头无叶大厦电风扇落地扇 白色,11597291283, ,2.0kg,FTC-M,无定时,三档调节,正常风、自然风、睡眠风,2片,3级,遥控式,落地扇"
0,599,100,嘉古礼品专营店,0,0,涡轮空气对流扇家用办公室电风扇节能静音落地扇循环扇 黑色,368,11598677560,,0,水田,"涡轮空气对流扇家用办公室电风扇节能静音落地扇循环扇 黑色,11598677560, ,5.0kg,FSQQ,无定时,三档调节,正常风、自然风、睡眠风,无叶,3级,遥控式,空气循环扇"
0,399,100,星钻旗舰店,0,0,星钻静音台式电风扇 空气循环扇 摇头家用台扇办公室台式风扇涡轮风扇 通风排气风扇FSG-M 黑色,299,11605320639,,0,星钻（Xingzuan）,"星钻静音台式电风扇 空气循环扇 摇头家用台扇办公室台式风扇涡轮风扇 通风排气风扇FSG-M 黑色,11605320639, ,3.0kg,无定时,三档调节,正常风,3片,无,机械式,空气循环扇"
0,599,100,嘉古礼品专营店,0,0,水田8寸循环扇台式风扇静音节能空气挂墙电风扇时尚扇 白色,259,11606030746,,0,水田,"水田8寸循环扇台式风扇静音节能空气挂墙电风扇时尚扇 白色,11606030746, ,2.0kg,中国大陆,FSQ-MF08B,无定时,二档调节,正常风,3片,3级,机械式,台扇"
0,599,100,嘉古礼品专营店,0,0,水田6寸循环扇家用台扇学生宿舍风扇台式/挂墙电风扇 6寸桔色,169,11606377626,,0,水田,"水田6寸循环扇家用台扇学生宿舍风扇台式/挂墙电风扇 6寸桔色,11606377626, ,2.0kg,中国大陆,FSQ-MF06B,无定时,二档调节,正常风,3片,2级,机械式,台扇"
0,1999,100,嘉古礼品专营店,0,0,水田电风扇摇头遥控塔扇大厦扇液显静音落地扇 黑色,999,11607107823,,0,水田,"水田电风扇摇头遥控塔扇大厦扇液显静音落地扇 黑色,11607107823, ,5.0kg,中国大陆,FTA46B-LED,2小时以下,三档调节,正常风、自然风、睡眠风,无叶,2级,遥控式,落地扇"
0,459,100,云购奢侈品专营店,0,0,水田6寸循环扇空气对流家用换气落地宿舍节能电风扇 茶色,269,11607381571,,0,水田,"水田6寸循环扇空气对流家用换气落地宿舍节能电风扇 茶色,11607381571, ,2.0kg,中国大陆,FSQ-MF06A-M1,无定时,三档调节,正常风、自然风、睡眠风,3片,3级,遥控式,台扇"
0,599,100,云购奢侈品专营店,0,0,水田9寸循环扇涡轮空气对流家用台式落地宿舍电风扇 白色,429,11607458555,,0,水田,"水田9寸循环扇涡轮空气对流家用台式落地宿舍电风扇 白色,11607458555, ,1.0kg,中国大陆,FSQ-MF09H-M1,无定时,三档调节,正常风、自然风、睡眠风,3片,3级,机械式,台扇"
0,299,100,云购奢侈品专营店,0,0,电风扇迷你台式家用学生宿舍涡轮办公室空气对流循环扇静音 粉红色,199,11607487416,,0,水田,"电风扇迷你台式家用学生宿舍涡轮办公室空气对流循环扇静音 粉红色,11607487416, ,1.0kg,中国大陆,FSQ-MF01,无定时,三档调节,正常风、自然风、睡眠风,无叶,3级,机械式,台扇"
0,599,100,云购奢侈品专营店,0,0,水田9寸循环扇对流扇遥控4档摇头台式空气电风扇家用 白色,469,11607534957,,0,水田,"水田9寸循环扇对流扇遥控4档摇头台式空气电风扇家用 白色,11607534957, ,2.0kg,中国大陆,FSQ-MF09G,2小时以下,三档调节,正常风、自然风、睡眠风,无叶,3级,遥控式,空气循环扇"
0,598,100,云购奢侈品专营店,0,0,水田塔扇风扇 省电摇头无叶大厦电风扇落地扇 白色,366,11607574072,,0,水田,"水田塔扇风扇 省电摇头无叶大厦电风扇落地扇 白色,11607574072, ,2.0kg,中国大陆,FTC-M,无定时,三档调节,正常风、自然风、睡眠风,2片,3级,遥控式,落地扇"
0,799,100,云购奢侈品专营店,0,0,水田塔扇大厦扇水田电风扇定时静音无叶风扇低噪落地扇 卡其色,677,11607826886,,0,水田,"水田塔扇大厦扇水田电风扇定时静音无叶风扇低噪落地扇 卡其色,11607826886, ,5.0kg,中国大陆,FTF44-LED,2-8小时,三档调节,正常风、自然风、睡眠风,无叶,3级,遥控式,落地扇"
0,599,100,云购奢侈品专营店,0,0,水田8寸循环扇台式风扇静音节能空气挂墙电风扇时尚扇 白色,268,11607865355,,0,水田,"水田8寸循环扇台式风扇静音节能空气挂墙电风扇时尚扇 白色,11607865355, ,2.0kg,中国大陆,FSQ-MF08B,无定时,三档调节,正常风、自然风、睡眠风,3片,3级,机械式,台扇"
0,599,100,云购奢侈品专营店,0,0,水田6寸循环扇家用台扇学生宿舍风扇台式/挂墙电风扇 6寸桔色,219,11608037226,,0,水田,"水田6寸循环扇家用台扇学生宿舍风扇台式/挂墙电风扇 6寸桔色,11608037226, ,2.0kg,中国大陆,FSQ-MF06B,无定时,三档调节,正常风,3片,3级,机械式,台扇"
0,2888,100,云购奢侈品专营店,0,0,水田电风扇摇头遥控塔扇大厦扇液显静音落地扇 黑色,1268,11608215974,,0,水田,"水田电风扇摇头遥控塔扇大厦扇液显静音落地扇 黑色,11608215974, ,5.0kg,中国大陆,FTA46B-LED,2小时以下,三档调节,正常风、自然风,无叶,3级,遥控式,落地扇"
0,1599,100,佳韵奢侈品专营店,0,0,水田电风扇摇头遥控塔扇大厦扇液显静音落地扇 黑色,1288,11609404387,,0,水田,"水田电风扇摇头遥控塔扇大厦扇液显静音落地扇 黑色,11609404387, ,5.0kg,FTA46B-LED,2-8小时,三档调节,正常风、自然风、睡眠风,无叶,1级,遥控式,落地扇"
0,699,100,佳韵奢侈品专营店,0,0,水田6寸循环扇家用台扇学生宿舍风扇台式/挂墙电风扇 6寸桔色,219,11609535269,,0,水田,"水田6寸循环扇家用台扇学生宿舍风扇台式/挂墙电风扇 6寸桔色,11609535269, ,2.0kg,FSQ-MF06B,无定时,二档调节,正常风、自然风,3片,1级,机械式,台扇"
0,599,100,佳韵奢侈品专营店,0,0,水田8寸循环扇台式风扇静音节能空气挂墙电风扇时尚扇 白色,289,11609623843,,0,水田,"水田8寸循环扇台式风扇静音节能空气挂墙电风扇时尚扇 白色,11609623843, ,5.0kg,FSQ-MF08B,无定时,三档调节,正常风、自然风,3片,1级,机械式,台扇"
0,7999,100,佳韵奢侈品专营店,0,0,水田塔扇大厦扇水田电风扇定时静音无叶风扇低噪落地扇 卡其色,689,11609649725,,0,水田,"水田塔扇大厦扇水田电风扇定时静音无叶风扇低噪落地扇 卡其色,11609649725, ,5.0kg,FTF44-LED,2-8小时,三档调节,正常风、自然风、睡眠风,无叶,3级,遥控式,落地扇"
0,589,100,佳韵奢侈品专营店,0,0,水田塔扇风扇 省电摇头无叶大厦电风扇落地扇 白色,389,11610145489,,0,水田,"水田塔扇风扇 省电摇头无叶大厦电风扇落地扇 白色,11610145489, ,2.0kg,FTC-M,无定时,三档调节,正常风、自然风、睡眠风,2片,3级,遥控式,落地扇"
0,899,100,佳韵奢侈品专营店,0,0,水田9寸循环扇对流扇遥控4档摇头台式空气电风扇家用 白色,499,11610170868,,0,水田,"水田9寸循环扇对流扇遥控4档摇头台式空气电风扇家用 白色,11610170868, ,5.0kg,FSQ-MF09G,2-8小时,四档调节,正常风、自然风、睡眠风,无叶,3级,遥控式,空气循环扇"
0,599,100,佳韵奢侈品专营店,0,0,电风扇迷你台式家用学生宿舍涡轮办公室空气对流循环扇静音 粉红色,199,11610193481,,0,水田,"电风扇迷你台式家用学生宿舍涡轮办公室空气对流循环扇静音 粉红色,11610193481, ,2.0kg,FSQ-MF01,无定时,三档调节,正常风、自然风、睡眠风,无叶,2级,机械式,台扇"
0,599,100,佳韵奢侈品专营店,0,0,水田9寸循环扇涡轮空气对流家用台式落地宿舍电风扇 白色,429,11610218121,,0,水田,"水田9寸循环扇涡轮空气对流家用台式落地宿舍电风扇 白色,11610218121, ,1.0kg,FSQ-MF09H-M1,无定时,三档调节,正常风、自然风、睡眠风,3片,3级,机械式,台扇"
0,459,100,佳韵奢侈品专营店,0,0,水田6寸循环扇空气对流家用换气落地宿舍节能电风扇 茶色,299,11610319266,,0,水田,"水田6寸循环扇空气对流家用换气落地宿舍节能电风扇 茶色,11610319266, ,2.0kg,FSQ-MF06A-M1,无定时,三档调节,正常风,3片,3级,机械式,台扇"
9,229,100,奥德尔生活电器旗舰店,0,0,奥德尔（odor）FW45-A4（18寸）壁挂扇 宿舍家用静音三挡调控机械电风扇 黑色,159,11631956786,,9,奥德尔（odor）,"奥德尔（odor）FW45-A4（18寸）壁挂扇 宿舍家用静音三挡调控机械电风扇 黑色,11631956786, ,4.3kg,中国大陆,无定时,三档调节,正常风,5片,2级,机械式,壁扇"
0,3999,100,松下文迪专卖店,0,0,松下（Panasonic）球形无叶摇头电风扇创意家用办公室台式创风机 F-BM25TC 金色,2999,11656796635,,0,松下电器（panasonic）,"松下（Panasonic）球形无叶摇头电风扇创意家用办公室台式创风机 F-BM25TC 金色,11656796635, ,2.8kg,中国大陆, F-BM25TC,2-8小时,五档调节,正常风,无叶,2级,机械式,台扇"
0,699,100,星钻旗舰店,0,0,星钻落地扇空气循环 遥控静音家用扇台扇对流扇 办公室台式 通风排气换气扇FSF-B 白色,599,11677086430,,0,星钻（Xingzuan）,"星钻落地扇空气循环 遥控静音家用扇台扇对流扇 办公室台式 通风排气换气扇FSF-B 白色,11677086430, ,4.0kg,2-8小时,五档以上,正常风、自然风、睡眠风,4片,2级,遥控式,空气循环扇"
90,198,97,斌俊专营店,3,0,品桂FC01-180 电风扇 台扇 台式家用风扇 学生宿舍转页小风扇 静音迷你办公室电扇 手提台扇（蓝白色）,39.9,11724106254,颜色漂亮 风很柔和,90,品桂,"品桂FC01-180 电风扇 台扇 台式家用风扇 学生宿舍转页小风扇 静音迷你办公室电扇 手提台扇（蓝白色）,11724106254, ,0.8kg,2小时以下,二档调节,正常风,3片,2级,机械式,台扇"
8,499,100,聚名专营店,0,0,AEA FS-40直流变频电风扇家用落地扇五叶遥控风扇,399,11786910524,使用方便 风扇不错 使用方便,8,AEA,"AEA FS-40直流变频电风扇家用落地扇五叶遥控风扇,11786910524, ,6.2kg,中国大陆,8小时以上,无极变速,正常风、自然风、睡眠风,5片,3级,遥控式,落地扇"
4,1188,75,蝙蝠旗舰店,1,0,蝙蝠(bianfu)BV-1  电风扇/雾化加湿风扇/落地扇/家用喷雾扇 玫瑰金,489,11794058982,,3,蝙蝠,"蝙蝠(bianfu)BV-1  电风扇/雾化加湿风扇/落地扇/家用喷雾扇 玫瑰金,11794058982, ,11.8kg,中国大陆,BV-1,2-8小时,三档调节,正常风、自然风、睡眠风,4片,1级,遥控式,落地扇"
2,99,100,洋脉个护专营店,0,0,中联电风扇ZL13-180 家用迷你静音 标配+5米延长线,63,11800042789,,2,中联（ZOLEE）,"中联电风扇ZL13-180 家用迷你静音 标配+5米延长线,11800042789, ,1.7kg,中国大陆,无定时,二档调节,正常风,3片,1级,机械式,台扇"
2,269,100,云购奢侈品专营店,0,0,赛亿电风扇迷你USB风扇小电扇学生办公电脑散热小风扇 黑色,159,11801625905,,2,赛亿（Shinee）,"赛亿电风扇迷你USB风扇小电扇学生办公电脑散热小风扇 黑色,11801625905, ,250.00g,FB4-01,无定时,二档调节,正常风、自然风,4片,1级,机械式,USB风扇"
0,499,100,云购奢侈品专营店,0,0,赛亿电风扇台式转页扇落地鸿运扇风扇品牌风扇 绿色,209,11801753129,,0,赛亿（Shinee）,"赛亿电风扇台式转页扇落地鸿运扇风扇品牌风扇 绿色,11801753129, ,1.8kg,KYT25-1,2小时以下,三档调节,正常风、自然风,5片,1级,机械式,台扇"
0,599,100,云购奢侈品专营店,0,0,赛亿电风扇五风叶定时摇头落地扇家用、工业台地扇 白色,239,11801859130,,0,赛亿（Shinee）,"赛亿电风扇五风叶定时摇头落地扇家用、工业台地扇 白色,11801859130, ,5.8kg,6933739620857,2小时以下,三档调节,正常风、自然风,5片,2级,机械式,落地扇"
0,339,100,云购奢侈品专营店,0,0,赛亿电风扇台式转页扇卡通鸿运扇DIY风扇家用学生办公风扇 白色,209,11802009937,,0,赛亿（Shinee）,"赛亿电风扇台式转页扇卡通鸿运扇DIY风扇家用学生办公风扇 白色,11802009937, ,1.59kg,KYT25-5	,无定时,三档调节,正常风、自然风,5片,无,机械式,台扇"
0,569,100,云购奢侈品专营店,0,0,赛亿电风扇摇头风扇遥控定时静音落地扇家用台地扇 黑色FS40-3,239,11802459552,,0,赛亿（Shinee）,"赛亿电风扇摇头风扇遥控定时静音落地扇家用台地扇 黑色FS40-3,11802459552, ,6.6kg,FS40-3	,2小时以下,三档调节,正常风,5片,2级,机械式,落地扇"
0,699,100,云购奢侈品专营店,0,0,赛亿电风扇定时升降转页扇家用落地扇鸿运扇办公风扇 遥控转页扇-白色,299,11802941055,,0,赛亿（Shinee）,"赛亿电风扇定时升降转页扇家用落地扇鸿运扇办公风扇 遥控转页扇-白色,11802941055, ,3.45kg,KYTS30-6,2小时以下,四档调节,正常风、自然风,5片,2级,机械式,落地扇"
0,699,100,云购奢侈品专营店,0,0,赛亿电风扇台式转页扇便携式定时鸿运扇家用风扇 白色,299,11803070975,,0,赛亿（Shinee）,"赛亿电风扇台式转页扇便携式定时鸿运扇家用风扇 白色,11803070975, ,2.5kg,KYT30-6	,2小时以下,四档调节,正常风,5片,1级,机械式,台扇"
0,699,100,云购奢侈品专营店,0,0,电风扇家用摇头壁扇宿舍卧室节能工程风扇 壁挂扇 黑色,299,11803219850,,0,赛亿（Shinee）,"电风扇家用摇头壁扇宿舍卧室节能工程风扇 壁挂扇 黑色,11803219850, ,5.8kg,FW40-1	,无定时,三档调节,正常风、自然风,5片,1级,机械式,壁扇"
0,369,100,云购奢侈品专营店,0,0,台式迷你转页扇鸿运扇电风扇家用办公学生风扇 白色,259,11803376968,,0,赛亿（Shinee）,"台式迷你转页扇鸿运扇电风扇家用办公学生风扇 白色,11803376968, ,1.59kg,6933739620604,无定时,三档调节,正常风,5片,2级,机械式,台扇"
0,599,100,云购奢侈品专营店,0,0,赛亿电风扇遥控落地扇宽网箍定时升降风扇家用工业台地扇 白色,299,11803555019,,0,赛亿（Shinee）,"赛亿电风扇遥控落地扇宽网箍定时升降风扇家用工业台地扇 白色,11803555019, ,6.87kg,6933739601993,2-8小时,三档调节,正常风、自然风、睡眠风,5片,2级,机械式,落地扇"
2,238,50,悦联专营店,1,0,格力（GREE）电风扇FD-4009B家用静音遥控落地扇学生宿舍风扇7.5小时定时,218,11805213788,,1,格力（GREE）,"格力（GREE）电风扇FD-4009B家用静音遥控落地扇学生宿舍风扇7.5小时定时,11805213788, ,8.6kg,2-8小时,四档调节,正常风、自然风、睡眠风,3片,1级,遥控式,落地扇"
0,899,100,奥曼电器专营店,0,0,艾美特 电风扇 家用立式无叶塔扇 智能静音落地扇 黑色,699,11814324741,,0,好美特,"艾美特 电风扇 家用立式无叶塔扇 智能静音落地扇 黑色,11814324741, ,7.9kg,FT56R-AMD,8小时以上,三档调节,正常风、自然风、睡眠风,无叶,1级,遥控式,落地扇，塔扇"
