p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,brand,keyword,type,X_type
飞利浦（Philips）除螨吸尘器FC6230/81家用手持式迷你床铺清洁 紫外线除螨虫机,飞利浦慧商联专卖店,11253528459,2999.00,1799.00,0,100,0,0,0,飞利浦（Philips）,,"飞利浦（Philips）除螨吸尘器FC6230/81家用手持式迷你床铺清洁 紫外线除螨虫机,11253528459, ,1.9kg,中国大陆,FC6230,地板，地毯，沙发，床铺,除螨仪,其他,1000w-1399w,其他",其他
飞利浦（Philips）吸尘器 FC6230 家用立式大功率无线充电式超静音扫地机吸尘机,飞利浦德远专卖店,11253255718,2599.00,1799.00,0,100,0,0,0,飞利浦（Philips）,,"飞利浦（Philips）吸尘器 FC6230 家用立式大功率无线充电式超静音扫地机吸尘机,11253255718, ,3.0kg,中国大陆,FC6230,地毯，沙发,除螨,无线吸尘器,电源式（5米-10米）,1000w-1399w,床褥沙发吸头",床褥沙发吸头
飞利浦（Philips）吸尘器FC5828家用卧式吸尘机 无耗材 大功率迷你型可除螨大吸力,飞利浦德远专卖店,11253159236,1598.00,1298.00,1,100,1,0,0,飞利浦（Philips）,,"飞利浦（Philips）吸尘器FC5828家用卧式吸尘机 无耗材 大功率迷你型可除螨大吸力,11253159236, ,5.0kg,中国大陆,FC5828/81,地板，地毯，瓷砖，厨房，沙发，床铺，酒店，工业,卧式吸尘器,其他,500w-999w,电动吸头，拖地附件",电动吸头，拖地附件
飞利浦（Philips）家用小巧卧式吸尘器FC5228 可水洗滤网无尘袋 大功率 吸力可控 粉红色,飞利浦德远专卖店,11253036839,988.00,799.00,0,100,0,0,0,飞利浦（Philips）,,"飞利浦（Philips）家用小巧卧式吸尘器FC5228 可水洗滤网无尘袋 大功率 吸力可控 粉红色,11253036839, ,5.0kg,中国大陆,FC5228/81,地板,尘袋式,卧式吸尘器,电源式（5米-10米）,1400w-1799w,地面吸头",地面吸头
洁霸BF502吸尘器 洗车场酒店70升大功率双马达干湿两用吸尘吸水机 黄色,白云官方旗舰店,11252956723,1500.00,880.00,2,100,2,0,0,白云（BAIYUN）,,"洁霸BF502吸尘器 洗车场酒店70升大功率双马达干湿两用吸尘吸水机 黄色,11252956723, ,28.5kg,中国大陆,BF502,地板，地毯，瓷砖，汽车，酒店，工业,干湿两用,桶式吸尘器,电源式（5米-10米）,1800w及以上,地面吸头，其他",地面吸头，其他
洁霸BF501B吸尘器 30L手推式超静音强力大功率车用酒店洗车店专用 黄色,白云官方旗舰店,11252876619,666.00,388.00,6,83,5,0,1,白云（BAIYUN）,吸头很多 吸尘器不错 电源线够长 吸头很多 吸尘器不错 电源线够长,"洁霸BF501B吸尘器 30L手推式超静音强力大功率车用酒店洗车店专用 黄色,11252876619, ,15.0kg,中国大陆,BF501B,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店，工业,干湿两用,桶式吸尘器,电源式（5米-10米）,1400w-1799w,地面吸头，其他",地面吸头，其他
洁霸BF585-3吸尘器工厂车间3000W大功率手持式吸尘吸水机车用酒店 黄色,白云官方旗舰店,11252776538,1726.00,999.00,1,100,1,0,0,白云（BAIYUN）,吸尘器不错 吸尘器不错,"洁霸BF585-3吸尘器工厂车间3000W大功率手持式吸尘吸水机车用酒店 黄色,11252776538, ,31.0kg,中国大陆,BF585-3,地板，地毯，瓷砖，汽车，酒店，工业,干湿两用,桶式吸尘器,电源式（5米-10米）,1800w及以上,地面吸头，其他",地面吸头，其他
美国Bissell(必胜) 家用立式手推吸尘器清洁机 无线静音式电动扫地机 29L9Z,Bissell生活电器旗舰店,11252711490,799.00,550.00,2,100,2,0,0,Bissell,,"美国Bissell(必胜) 家用立式手推吸尘器清洁机 无线静音式电动扫地机 29L9Z,11252711490, ,0.98kg,中国大陆,29L9Z,地板，地毯，瓷砖，厨房,水洗尘杯，一键断发,立式/手持吸尘器,充电式（无线）,500W以下,地面吸头",地面吸头
美国Bissell (必胜) 高温蒸汽拖吸尘器1132Z专用原装拖把布1252,Bissell生活电器旗舰店,11252549221,399.00,298.00,10,95,10,1,0,Bissell,不易缠发 易收纳 小巧轻便 不易缠发,"美国Bissell (必胜) 高温蒸汽拖吸尘器1132Z专用原装拖把布1252,11252549221, ,10.00g,中国大陆,1252,地板，瓷砖，厨房,拖地功能,配件及其他,其他,1400w-1799w,拖地附件",拖地附件
美国Bissell (必胜) 原装滤水器1409（1132Z专用滤水器）,Bissell生活电器旗舰店,11252542504,399.00,289.00,1,0,0,1,0,Bissell,,"美国Bissell (必胜) 原装滤水器1409（1132Z专用滤水器）,11252542504, ,200.00g,中国大陆,1409,地板，地毯，瓷砖,干湿两用,配件及其他,电源式（5米-10米）,1400w-1799w,其他",其他
Panasonic松下  MC-WL746家用吸尘器,德尚专营店,10943954706,1799.00,1699.00,1,100,1,0,0,松下,,"Panasonic松下  MC-WL746家用吸尘器,10943954706, ,5.0kg,地板，瓷砖,卧式吸尘器,电源式（5米-10米）,1400w-1799w,其他",其他
LG VK9407GCA 无线卧式吸尘器,德尚专营店,10942855013,5999.00,5288.00,0,100,0,0,0,LG,,"LG VK9407GCA 无线卧式吸尘器,10942855013, ,7.9kg,地板，瓷砖,水洗尘杯,卧式吸尘器,其他,500w-999w,其他",其他
Panasonic/松下MC-BU100立式手持家用无线吸尘器,德尚专营店,10941716865,1599.00,1128.00,3,100,3,0,0,松下,打扫干净 打扫干净,"Panasonic/松下MC-BU100立式手持家用无线吸尘器,10941716865, ,2.0kg,地板,干湿两用,立式/手持吸尘器,其他,500W以下,地面吸头",地面吸头
Panasonic 松下 吸尘器 MC-WLD57,德尚专营店,10932104060,1599.00,1399.00,0,100,0,0,0,松下,,"Panasonic 松下 吸尘器 MC-WLD57,10932104060, ,6.0kg,地板,卧式吸尘器,电源式（5米以下）,1000w-1399w,地面吸头，其他",地面吸头，其他
Panasonic 松下 吸尘器 MC-CL725,德尚专营店,10932012560,1799.00,1388.00,0,100,0,0,0,松下,,"Panasonic 松下 吸尘器 MC-CL725,10932012560, ,3.6kg,地板,卧式吸尘器,电源式（5米-10米）,500w-999w,地面吸头，其他",地面吸头，其他
松下 MC-WRC67扫地机器人家用 手机智能操控拖地机全自动充电 松下扫地机器人边刷,德尚专营店,12835073944,3999.00,78.00,7,100,7,0,0,松下,吸尘很干净 吸力很大 电源线够长 吸尘器不错 外观漂亮 小巧轻便 吸尘很干净 吸力很大,"松下 MC-WRC67扫地机器人家用 手机智能操控拖地机全自动充电 松下扫地机器人边刷,12835073944, ,3.9kg,地板，地毯，瓷砖,拖地功能,无线吸尘器,充电式（无线）,500w-999w,其他",其他
松下扫地机器人智能吸尘器扫地机自动回充MC-RS755带虚拟墙遥控器 ,德尚专营店,10930147279,2699.00,2298.00,0,100,0,0,0,松下,,"松下扫地机器人智能吸尘器扫地机自动回充MC-RS755带虚拟墙遥控器 ,10930147279, ,3.0kg,地板,无线吸尘器,其他,500w-999w,其他",其他
松下扫地机器人MC-RS753N智能家用自动充电拖扫一体机吸尘器扫地机 ,德尚专营店,10930008332,2699.00,2388.00,1,100,1,0,0,松下,,"松下扫地机器人MC-RS753N智能家用自动充电拖扫一体机吸尘器扫地机 ,10930008332, ,3.5kg,地板,水洗尘杯,无线吸尘器,其他,500w-999w,其他",其他
韩夫人小型无耗材超静音除螨吸尘器家用GR909A-16A 标配+九件套+除螨刷,昌鼎专营店,10925432653,399.00,339.00,5,100,5,0,0,韩夫人（HanFuRen）,吸头很多 外观漂亮 易收纳 噪音小 值得购买 送了赠品 大品牌 价格便宜 很好用 吸头很多 外观漂亮 噪音小,"韩夫人小型无耗材超静音除螨吸尘器家用GR909A-16A 标配+九件套+除螨刷,10925432653, ,3.0kg,地板，地毯，瓷砖，厨房，沙发，床铺，酒店,EPA滤网（EPA12及以下），水洗尘杯，水洗滤网，一键断发，旋风过滤，除螨,卧式吸尘器,电源式（5米-10米）,1400w-1799w,床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，其他",床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，其他
karcher德国凯驰集团除螨静音无耗材高温蒸汽清洁机吸尘器家用SV7蒸汽吸尘二合一 标配,凯驰专卖店,10925141668,10299.00,9990.00,0,100,0,0,0,凯驰（karcher）,,"karcher德国凯驰集团除螨静音无耗材高温蒸汽清洁机吸尘器家用SV7蒸汽吸尘二合一 标配,10925141668, ,15.0kg,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店,拖地功能，水洗尘杯，水洗滤网，一键断发，吸拖一体，旋风过滤，干湿两用，除螨,卧式吸尘器,电源式（5米-10米）,1000w-1399w,床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件，其他",床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件，其他
LG VH9201DSW 除螨仪无线除螨吸尘器床上除螨机紫外线杀菌,德尚专营店,10919902941,2899.00,2288.00,0,100,0,0,0,LG,,"LG VH9201DSW 除螨仪无线除螨吸尘器床上除螨机紫外线杀菌,10919902941, ,1.9kg,床铺,除螨,除螨仪,充电式（无线）,500W以下,其他",其他
LG VR6270LVM 扫地机器人,德尚专营店,10919665104,6599.00,5588.00,0,100,0,0,0,LG,,"LG VR6270LVM 扫地机器人,10919665104, ,3.0kg",none
LG智能扫地机地宝机器人吸尘器VR65710LVMP,德尚专营店,10919388770,6999.00,5998.00,0,100,0,0,0,LG,,"LG智能扫地机地宝机器人吸尘器VR65710LVMP,10919388770, ,3.0kg,地板,水洗尘杯,无线吸尘器,充电式（无线）,500w-999w,其他",其他
飞利浦(Philips)家用吸尘器FC8515大功率 1400W无尘袋静音大吸力卧式吸尘器,飞利浦飞浦专卖店,10913570577,899.00,888.00,6,100,6,0,0,飞利浦（Philips）,噪音小 外观漂亮 吸力持久 打扫干净 吸力很大 噪音小 外观漂亮 吸力持久 打扫干净 吸力很大,"飞利浦(Philips)家用吸尘器FC8515大功率 1400W无尘袋静音大吸力卧式吸尘器,10913570577, ,4.5kg,FC8515,地板，地毯，瓷砖，厨房，沙发，床铺,卧式吸尘器,电源式（5米-10米）,1400w-1799w,地面吸头，缝隙吸头，毛刷吸头，小吸头",地面吸头，缝隙吸头，毛刷吸头，小吸头
索爱（soar）SA-813 强力吸尘器家用小型静音卧式除螨仪 红色,soar索爱旗舰店,10913096569,499.00,229.00,20,100,20,0,0,soar,节能电机 噪音小 打扫干净 小巧轻便 使用方便 节能电机 噪音小 打扫干净 小巧轻便 使用方便,"索爱（soar）SA-813 强力吸尘器家用小型静音卧式除螨仪 红色,10913096569, ,4.4kg,中国大陆,地板，地毯，瓷砖，沙发，床铺，汽车，酒店,水洗滤网，尘袋式,卧式吸尘器,电源式（5米以下）,1000w-1399w,地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头",地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头
BF585-3 80L三马达吸尘吸水机干湿两用大型工业吸尘器吸尘器大功率酒店宾馆,本都贸易专营店,10911767119,1050.00,1050.00,1,100,1,0,0,白云清洁（BAIYUN CLEANING）,,"BF585-3 80L三马达吸尘吸水机干湿两用大型工业吸尘器吸尘器大功率酒店宾馆,10911767119, ,30.0kg,其他,200㎡以上,7米,桶式,干湿两用式,其他 　,46db-70db",none
白云洁霸30升吸尘吸水机干湿两用吸尘器酒店客房用不锈钢桶身BF501 BF501－标配,本都贸易专营店,11120873242,398.00,398.00,6,100,6,0,0,白云清洁（BAIYUN CLEANING）,,"白云洁霸30升吸尘吸水机干湿两用吸尘器酒店客房用不锈钢桶身BF501 BF501－标配,11120873242, ,14.0kg,中国大陆,其他,51-90㎡,7米,桶式,干湿两用式,尘桶,46db-70db",none
飞利浦（PHILIPS）家用蒸汽清洁地板湿洗机FC7020 除螨拖把 干湿两用 快速拖扫,宇航专营店,10888403019,1299.00,1099.00,0,100,0,0,0,飞利浦（PHILIPS）,,"飞利浦（PHILIPS）家用蒸汽清洁地板湿洗机FC7020 除螨拖把 干湿两用 快速拖扫,10888403019, ,5.0kg,地板，瓷砖,尘袋式,立式/手持吸尘器,其他,500W以下,其他",其他
飞利浦（PHILIPS）家用蒸汽清洁地板湿洗机FC7020 除螨拖把 干湿两用 快速拖扫,宇航专营店,10885501399,1299.00,950.00,0,100,0,0,0,飞利浦（PHILIPS）,,"飞利浦（PHILIPS）家用蒸汽清洁地板湿洗机FC7020 除螨拖把 干湿两用 快速拖扫,10885501399, ,5.0kg,地板,尘袋式,立式/手持吸尘器,其他,500W以下,其他",其他
伊莱克斯 Electrolux 手持吸尘器 无线吸尘器家用 ZB3104 瑞彼得 ZB3104,伊莱克斯小家电旗舰店,10866709224,2280.00,2280.00,2,100,2,0,0,伊莱克斯（Electrolux）,,"伊莱克斯 (Electrolux) ZB3104 瑞彼得 家用无绳无线手持二合一充电吸尘器 ZB3104,10866709224, ,2.63kg, ZB3104,地板,水洗尘杯，一键断发，旋风过滤,无线吸尘器,充电式（无线）,500W以下,电动吸头，毛刷吸头，小吸头",电动吸头，毛刷吸头，小吸头
泰怡凯（TEK）吸尘器 iFloor无线家用地面清洗机FW550-TG（钛金灰）,泰怡凯生活电器旗舰店,10866633248,2599.00,2499.00,1,100,1,0,0,泰怡凯（TEK）,,"泰怡凯（TEK）吸尘器 iFloor无线家用地面清洗机FW550-TG（钛金灰）,10866633248, ,4.85kg,地板，瓷砖，厨房,水洗尘杯，吸拖一体，干湿两用,无线吸尘器,充电式（无线）,500W以下,地面吸头",地面吸头
泰怡凯（TEK）吸尘器 iFloor无线家用地面清洗机 FW550-AS（爱情海）,泰怡凯生活电器旗舰店,10866557987,2599.00,2499.00,0,100,0,0,0,泰怡凯（TEK）,,"泰怡凯（TEK）吸尘器 iFloor无线家用地面清洗机 FW550-AS（爱情海）,10866557987, ,4.85kg,地板，瓷砖，厨房,拖地功能，水洗尘杯，干湿两用,无线吸尘器,充电式（无线）,500W以下,电动吸头",电动吸头
飞利浦（PHILIPS）家用FC6162吸尘器小型立式手持式车载无绳强力吸尘器,飞利浦京汇专卖店,10865891183,1399.00,1199.00,3,100,3,0,0,飞利浦（PHILIPS）,,"飞利浦（PHILIPS）家用FC6162吸尘器小型立式手持式车载无绳强力吸尘器,10865891183, ,2.9kg,地板，地毯，瓷砖，厨房,无线吸尘器,充电式（无线）,500W以下,地面吸头",地面吸头
飞利浦（PHILIPS）无线车载吸尘器充电手持式超强吸力大功率家车两用FC6152,飞利浦京汇专卖店,10865787895,599.00,459.00,6,83,5,1,0,飞利浦（PHILIPS）,,"飞利浦（PHILIPS）无线车载吸尘器充电手持式超强吸力大功率家车两用FC6152,10865787895, ,1.58kg",none
泰怡凯（TEK）吸尘器 家用 手持无线充电车载紫外线杀菌除螨仪除螨机 AK57-EP,泰怡凯生活电器旗舰店,10865606922,4699.00,1399.00,0,100,0,0,0,泰怡凯（TEK）,,"泰怡凯（TEK）吸尘器 家用 手持无线充电车载紫外线杀菌除螨仪除螨机 AK57-EP,10865606922, ,5.8kg,地板，地毯，瓷砖，沙发，床铺,无线吸尘器,充电式（无线）,500W以下,电动吸头，床褥沙发吸头，毛刷吸头",电动吸头，床褥沙发吸头，毛刷吸头
飞利浦（PHILIPS）家用车载吸尘器FC6142无绳手持吸尘器充电式干湿两用,飞利浦京汇专卖店,10861491331,499.00,458.00,9,89,8,1,0,飞利浦（PHILIPS）,,"飞利浦（PHILIPS）家用车载吸尘器FC6142无绳手持吸尘器充电式干湿两用,10861491331, ,1.4kg",none
泰怡凯（TEK）吸尘器 家用 手持无线充电车载AK55,泰怡凯生活电器旗舰店,10860822132,2199.00,2149.00,0,100,0,0,0,泰怡凯（TEK）,,"泰怡凯（TEK）吸尘器 家用 手持无线充电车载AK55,10860822132, ,5.0kg,0302037,地板，地毯，瓷砖，汽车,无线吸尘器,充电式（无线）,500W以下,电动吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头",电动吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头
泰怡凯（TEK）吸尘器 家用床铺小型无线除螨仪 紫外线杀菌手持除螨机BM75,泰怡凯生活电器旗舰店,10860222672,1299.00,1199.00,0,100,0,0,0,泰怡凯（TEK）,,"泰怡凯（TEK）吸尘器 家用床铺小型无线除螨仪 紫外线杀菌手持除螨机BM75,10860222672, ,3.5kg,0302043,地毯，沙发，床铺,除螨仪,充电式（无线）,500W以下,电动吸头",电动吸头
飞利浦吸尘器FC8082 FC8083可水洗布袋垃圾袋内袋口袋袋子 单个装,飞利浦京汇专卖店,10874354037,119.00,35.00,10,100,10,0,0,飞利浦（PHILIPS）,使用方便 小巧轻便 质量不错 尘杯容量大 打扫干净 吸力很大,"飞利浦吸尘器FC8082 FC8083可水洗布袋垃圾袋内袋口袋袋子 单个装,10874354037, ,28.00g",none
飞利浦（PHILIPS）扫地机器人配件套装FC8067适FC8700 FC8603滤网地刷,飞利浦京汇专卖店,10851448142,99.00,89.00,10,100,10,0,0,飞利浦（PHILIPS）,质量不错 吸力很大 功率大 吸力持久 外观漂亮 使用方便 正品配件,"飞利浦（PHILIPS）扫地机器人配件套装FC8067适FC8700 FC8603滤网地刷,10851448142, ,140.00g,地毯,配件及其他,其他,500W以下,其他",其他
泰怡凯（TEK）吸尘器 家用 手持无线充电车载便携式吸尘机AK52,泰怡凯生活电器旗舰店,10845708412,1899.00,1899.00,0,100,0,0,0,泰怡凯（TEK）,,"泰怡凯（TEK）吸尘器 家用 手持无线充电车载便携式吸尘机AK52,10845708412, ,5.0kg,地板，地毯，瓷砖，汽车,无线吸尘器,充电式（无线）,500W以下,电动吸头，地面吸头，毛刷吸头",电动吸头，地面吸头，毛刷吸头
泰怡凯（TEK）吸尘器 家用 手持无线充电车载紫外线杀除螨仪除螨机AK80,泰怡凯生活电器旗舰店,10844656673,2399.00,2299.00,0,100,0,0,0,泰怡凯（TEK）,,"泰怡凯（TEK）吸尘器 家用 手持无线充电车载紫外线杀除螨仪除螨机AK80,10844656673, ,5.0kg,地板，地毯，瓷砖,无线吸尘器,充电式（无线）,500W以下,电动吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头",电动吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头
飞利浦（PHILIPS）除螨仪FC6233 小型手持家用有线吸尘器除尘器 紫外线除菌机,优浦专营店,10844163592,1299.00,1199.00,1,100,1,0,0,飞利浦（PHILIPS）,,"飞利浦（PHILIPS）除螨仪FC6233 小型手持家用有线吸尘器除尘器 紫外线除菌机,10844163592, ,3.0kg",none
海尔智能扫地机 探路者-J3000Rplus,华科美铭电器专营店,10843753928,1359.00,1199.00,7,100,7,0,0,海尔（Haier）,外观漂亮 不易缠发 功率大 使用方便 节能电机 不易缠发 功率大 外观漂亮 使用方便 节能电机 外观漂亮,"海尔智能扫地机 探路者-J3000Rplus,10843753928, ,3.2kg,中国大陆",none
